cmdCode,commodity,year,actual,predicted
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2024,712012608.599,954557459.7192079
2507,Kaolin and other kaolinic clays; whether or not calcined,2023,928204930.677,1149410330.229173
2507,Kaolin and other kaolinic clays; whether or not calcined,2024,947211927.1129999,1162506729.004455
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2023,1460032412.185,1581776004.315655
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2024,1351867395.369,1682632352.3960843
2509,Chalk,2023,68819088.507,71954350.2390924
2509,Chalk,2024,58105148.624,72075829.8228003
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2023,4494719406.405,7320947153.477579
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2024,4753676093.025,9286445114.03181
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2023,744623397.242,628083815.1500087
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2024,715605744.073,637795805.9400694
2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2023,87899216.588,91943071.10737453
2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2024,102606495.738,95103449.09409297
2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated",2023,335294910.57,387631000.9485013
2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated",2024,351368188.232,402771600.0613932
2514,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2023,36043587.504,58208898.93350371
2514,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2024,25394767.89,58415950.69046328
2515,"Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape",2023,1601909582.005,1528098678.9191892
2515,"Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape",2024,1526343390.408,1504482992.2582266
2516,"Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape",2023,553751056.553,627999715.0010651
2516,"Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape",2024,524508961.628,645102640.235891
2517,"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516",2023,2506484836.13,2442496688.4178433
2517,"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516",2024,2152037593.358,2434871266.140455
2518,"Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix",2023,513366581.342,0.0
2518,"Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix",2023,4725.0,0.0
2518,"Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix",2024,516934283.963,0.0
2518,"Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix",2024,14977.0,0.0
2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not",2023,1965347433.03,2279568125.8252673
2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not",2024,1942916742.647,2370051259.785331
2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders",2023,1548531621.1460001,1615274022.0485742
2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders",2024,1550535368.862,1727334200.9822707
2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",2023,1523928433.759,1527403588.8483522
2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",2024,1030865420.489,1672826827.682432
2522,"Quicklime, slaked lime and hydraulic lime; other than calcium oxide and hydroxide of heading no. 2825",2023,951004734.13,1054603374.5067544
2522,"Quicklime, slaked lime and hydraulic lime; other than calcium oxide and hydroxide of heading no. 2825",2024,1011188983.739,1160899739.252602
2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",2023,12922885884.447,13885287439.693169
2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",2024,10119263632.929,15052238986.567787
2524,Asbestos,2023,423501238.10400003,469981696.7048695
2524,Asbestos,2024,335426384.61200005,540960380.9809482
2525,"Mica, including splittings; mica waste",2023,114408793.573,148586167.84538355
2525,"Mica, including splittings; mica waste",2024,105678097.6,150829261.7960131
2526,"Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",2023,639000984.316,654396306.0307386
2526,"Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",2024,638551124.619,658559321.1468965
2528,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",2023,280826887.594,301717287.4126904
2528,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",2024,352214710.59,300406757.0816493
2529,Feldspar; leucite; nepheline and nepheline syenite; fluorspar,2023,1585648564.478,1821071634.2904654
2529,Feldspar; leucite; nepheline and nepheline syenite; fluorspar,2024,1593898057.3569999,1960602605.6653795
2530,Mineral substances not elsewhere specified or included,2023,14750650660.541,18017052580.635395
2530,Mineral substances not elsewhere specified or included,2024,4795112619.673,25627367155.99439
2601,Iron ores and concentrates; including roasted iron pyrites,2023,149382053728.582,188913172912.8074
2601,Iron ores and concentrates; including roasted iron pyrites,2024,139719255527.322,207588377805.54028
2602,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",2023,4219652444.703,4884598495.065274
2602,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",2024,4861463775.016999,4872698151.687819
2603,Copper ores and concentrates,2023,54828111524.319,61010426404.129196
2603,Copper ores and concentrates,2024,62714674866.159996,66235500606.45757
2604,Nickel ores and concentrates,2023,377554391.875,969292845.8845376
2604,Nickel ores and concentrates,2024,560006480.34,980179514.8540313
2605,Cobalt ores and concentrates,2023,9540652.664,1900304.6368900207
2605,Cobalt ores and concentrates,2024,6515975.891000001,1457761.9374491086
2606,Aluminium ores and concentrates,2023,2041491151.856,2351342762.0153394
2606,Aluminium ores and concentrates,2024,2724552394.985,2336057506.5962496
2607,Lead ores and concentrates,2023,2452562662.476,2137381560.5092685
2607,Lead ores and concentrates,2024,2844639729.357,2123841038.6608899
2608,Zinc ores and concentrates,2023,3881521668.929,6180220150.398616
2608,Zinc ores and concentrates,2024,4515374305.269,6537498191.190155
2609,Tin ores and concentrates,2023,266089059.169,490127973.56779003
2609,Tin ores and concentrates,2024,378278932.03,567776567.3842157
2610,Chromium ores and concentrates,2023,4538491696.848,2663598164.2900825
2610,Chromium ores and concentrates,2024,5351232348.625,2787333699.25387
2611,Tungsten ores and concentrates,2023,126029121.273,75171611.22498803
2611,Tungsten ores and concentrates,2024,138846909.28100002,71293290.73304029
2612,Uranium or thorium ores and concentrates,2023,441274673.88,73187137.49366657
2612,Uranium or thorium ores and concentrates,2024,595360000.057,52995180.705967985
2613,Molybdenum ores and concentrates,2023,5668830004.703,4084901251.8661976
2613,Molybdenum ores and concentrates,2024,4923530367.259,4164828394.2152233
2614,Titanium ores and concentrates,2023,1395424026.77,1696967762.459006
2614,Titanium ores and concentrates,2024,1522236626.8040001,1785271569.8271823
2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates",2023,1415091665.566,1849890473.831956
2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates",2024,1432337789.879,1943434708.6926422
2616,Precious metal ores and concentrates,2023,4814680012.419,5092836879.128529
2616,Precious metal ores and concentrates,2024,4496493894.186,5393598149.887005
2617,Ores and concentrates; n.e.c. in heading no. 2601,2023,406236626.338,254039918.772585
2617,Ores and concentrates; n.e.c. in heading no. 2601,2024,483577286.68,306208395.27661073
2618,Granulated slag (slag sand) from the manufacture of iron or steel,2023,975531995.8529999,804027565.7461203
2618,Granulated slag (slag sand) from the manufacture of iron or steel,2024,1029830608.255,825298607.9294657
2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",2023,351178741.088,497685598.4268791
2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",2024,251016684.156,572972021.2687501
2620,"Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds",2023,3244518140.5039997,3443956479.153692
2620,"Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds",2024,3242839099.094,3586944170.597508
2621,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste,2023,316149207.503,426303352.4366537
2621,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste,2024,297294018.244,426150367.35492116
2801,"Fluorine, chlorine, bromine and iodine",2023,3503981796.196,3554614016.5829797
2801,"Fluorine, chlorine, bromine and iodine",2024,3653462396.071,4280623585.333305
2802,"Sulphur; sublimed or precipitated, colloidal sulphur",2023,485124300.091,1000129777.0372683
2802,"Sulphur; sublimed or precipitated, colloidal sulphur",2024,520908412.603,1368317459.702186
2803,Carbon; carbon blacks and other forms of carbon n.e.c.,2023,4938089297.889,5854598838.697697
2803,Carbon; carbon blacks and other forms of carbon n.e.c.,2024,5029685436.797,6093512589.574407
2804,"Hydrogen, rare gases and other non-metals",2023,10437928346.56,17451647214.32885
2804,"Hydrogen, rare gases and other non-metals",2024,10084814196.395,20002550305.728767
2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",2023,1045277976.574,1764758830.9416618
2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",2024,730705054.329,2213119012.99542
2806,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,2023,446802488.52,499743705.1072071
2806,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,2024,416746960.967,574954483.6364623
2807,Sulphuric acid; oleum,2023,1570803397.621,3569277558.6330395
2807,Sulphuric acid; oleum,2024,1505552650.032,4276432937.3149524
2808,Nitric acid; sulphonitric acids,2023,402509668.574,762402564.4199983
2808,Nitric acid; sulphonitric acids,2024,410944300.231,969046348.4166582
2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,2023,7306382608.766,4698525966.103772
2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,2023,35091238.0,4689556806.764644
2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,2024,7632636160.695,4682381479.293341
2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,2024,45923711.0,4676641217.316298
2810,Oxides of boron; boric acids,2023,203605822.37199998,270726387.4987547
2810,Oxides of boron; boric acids,2024,206318791.48700002,328553639.73260015
2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,2023,5776361251.197,7606422577.109345
2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,2024,5869263505.672,8428301082.3883
2812,Halides and halide oxides of non-metals,2023,700205020.075,901776878.3695269
2812,Halides and halide oxides of non-metals,2024,767268236.301,922528116.5099502
2813,Sulphides of non-metals; commercial phosphorus trisulphide,2023,143319678.47300002,237305967.52883774
2813,Sulphides of non-metals; commercial phosphorus trisulphide,2024,151652492.722,270502187.384997
2814,Ammonia; anhydrous or in aqueous solution,2023,7844087136.144,20760733055.3712
2814,Ammonia; anhydrous or in aqueous solution,2024,6688943913.889,26500760598.172775
2815,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium,2023,5100084365.581,4287435492.645981
2815,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium,2024,4324036474.198,4402889621.169542
2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium",2023,180838197.266,207345372.8769491
2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium",2024,186868649.444,216555255.3984914
2817,Zinc; oxide and peroxide,2023,1411305431.741,1717271343.7927525
2817,Zinc; oxide and peroxide,2024,1380602432.462,1713562670.1917436
2818,Aluminium oxide (including artificial corundum); aluminium hydroxide,2023,17539328112.492,18387309614.499767
2818,Aluminium oxide (including artificial corundum); aluminium hydroxide,2024,20868410367.503998,19211979617.00432
2819,Chromium oxides and hydroxides,2023,193060267.097,290058185.72436965
2819,Chromium oxides and hydroxides,2024,202073689.446,322797912.5533437
2820,Manganese oxides,2023,328388397.997,381346924.78838587
2820,Manganese oxides,2024,326374994.185,395909340.7326904
2821,Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2o3,2023,800909771.969,2224606860.781561
2821,Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2o3,2024,859189899.35,2841112571.051723
2822,Cobalt oxides and hydroxides; commercial cobalt oxides,2023,376106314.773,697922558.0046455
2822,Cobalt oxides and hydroxides; commercial cobalt oxides,2024,249583131.77099997,739965137.2967628
2823,Titanium oxides,2023,556358179.244,786801038.8786542
2823,Titanium oxides,2024,523059791.704,800988675.3991827
2824,Lead oxides; red lead and orange lead,2023,95087640.827,108258926.05980071
2824,Lead oxides; red lead and orange lead,2024,104115870.903,109329251.51497635
2825,"Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides",2023,13737982156.253,17076446473.55963
2825,"Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides",2024,7698031040.411,22679578694.289818
2826,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts",2023,1465502194.024,2185820401.519807
2826,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts",2024,1335268101.595,2429475120.9004297
2827,Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides,2023,3135176966.208,3406002018.8427043
2827,Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides,2024,2938142953.486,3616172150.5622845
2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,2023,701396892.248,595471111.9834336
2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,2024,669140122.1600001,618525664.8448887
2829,Chlorates and perchlorates; bromates and perbromates; iodates and periodates,2023,701235408.731,604805777.8655679
2829,Chlorates and perchlorates; bromates and perbromates; iodates and periodates,2024,656740449.337,596813448.2903917
2830,Sulphides; polysulphides whether or not chemically defined,2023,371464928.785,408696357.9989953
2830,Sulphides; polysulphides whether or not chemically defined,2024,321395267.741,426569583.93368477
2831,Dithionites and sulphoxylates,2023,223169073.64699998,264713991.65322256
2831,Dithionites and sulphoxylates,2024,167422355.495,269973359.56153584
2832,Sulphites; thiosulphates,2023,454486094.52099997,817901969.5048082
2832,Sulphites; thiosulphates,2024,434325031.378,969646614.6585968
2833,Sulphates; alums; peroxosulphates (persulphates),2023,4562023700.703,5101250091.822997
2833,Sulphates; alums; peroxosulphates (persulphates),2024,4246132367.338,5614008465.927018
2834,Nitrites; nitrates,2023,1261492701.7779999,1922060651.048368
2834,Nitrites; nitrates,2024,1288710388.978,2230706485.432301
2835,"Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined",2023,4067045773.607,6829727190.123853
2835,"Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined",2024,4141397797.218,8279912923.104134
2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,2023,12594283608.604,27230833985.641785
2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,2024,7962569276.477,37870151653.03147
2837,"Cyanides, cyanide oxides and complex cyanides",2023,783116812.838,687459431.3205853
2837,"Cyanides, cyanide oxides and complex cyanides",2024,774586305.441,718725515.0989329
2839,Silicates; commercial alkali metal silicates,2023,775072193.413,1099069706.3759344
2839,Silicates; commercial alkali metal silicates,2024,722366805.4399999,1258986153.2229128
2840,Borates; peroxoborates (perborates),2023,446481218.217,390881582.9258373
2840,Borates; peroxoborates (perborates),2024,422936717.661,397736752.19352674
2841,Salts of oxometallic or peroxometallic acids,2023,16975085336.105,23171399303.526947
2841,Salts of oxometallic or peroxometallic acids,2024,9729036605.025,30802810206.72412
2842,"Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides",2023,5647661955.551,9617024056.09367
2842,"Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides",2024,3452250965.723,12883449091.98584
2843,"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals",2023,10650374580.683,14737804231.952675
2843,"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals",2024,9989148710.724,15277434470.333826
2844,Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes); and their compounds; mixtures and residues containing these products,2023,13936038914.744,12406801935.268562
2844,Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes); and their compounds; mixtures and residues containing these products,2024,18206488421.622,13901809626.944214
2845,"Isotopes other than those of heading no. 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined",2023,638671261.564,738933813.9146717
2845,"Isotopes other than those of heading no. 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined",2024,808581115.34,865874448.9620209
2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",2023,1599844369.448,2409194201.161923
2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",2024,1344420832.777,2754638775.3642597
2847,Hydrogen peroxide; whether or not solidified with urea,2023,813521840.282,932068335.9081109
2847,Hydrogen peroxide; whether or not solidified with urea,2024,800919282.43,976150178.1351634
2849,"Carbides, whether or not chemically defined",2023,2038212270.355,2111853894.8440118
2849,"Carbides, whether or not chemically defined",2024,1786838228.94,2189791183.7595687
2850,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",2023,550290906.656,557438521.1911701
2850,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",2024,546320214.707,570343774.9528234
2852,"Inorganic or organic compounds of mercury, excluding amalgams, whether or not chemically defined",2023,19328499.191,24645798.005977638
2852,"Inorganic or organic compounds of mercury, excluding amalgams, whether or not chemically defined",2024,17941361.66,24265420.661053926
2853,"Inorganic compounds n.e.c. (including distilled or conductivity water and water of similar purity); liquid air (rare gases removed or not); compressed air; amalgams, other than precious metal amalgams",2023,3354737518.626,2759774602.093626
2853,"Inorganic compounds n.e.c. (including distilled or conductivity water and water of similar purity); liquid air (rare gases removed or not); compressed air; amalgams, other than precious metal amalgams",2024,2232690232.478,2954211741.241171
2901,Acyclic hydrocarbons,2023,16727848920.814001,19620562374.47035
2901,Acyclic hydrocarbons,2024,17683583660.61,19967600202.45042
2902,Cyclic hydrocarbons,2023,36803514438.109,35133370458.567154
2902,Cyclic hydrocarbons,2024,35680895828.453,35379045587.824234
2903,Halogenated derivatives of hydrocarbons,2023,9591795472.958,12621204545.277514
2903,Halogenated derivatives of hydrocarbons,2024,9091189354.239,13280517265.908787
2904,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons; whether or not halogenated",2023,1978836454.098,2455372529.716281
2904,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons; whether or not halogenated",2024,1848591347.6430001,2627996078.78485
2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,25055535100.593998,27885866335.168022
2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,27021342556.582,28392963426.53574
2906,"Alcohols; cyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,2164507946.5429997,8182973125.213182
2906,"Alcohols; cyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,2344589248.314,11095733835.782578
2907,"Phenols; monophenols, polyphenols, and phenol-alcohols",2023,3756252623.682,6011198939.334069
2907,"Phenols; monophenols, polyphenols, and phenol-alcohols",2024,3703441533.304,6324803376.108655
2908,"Phenols or phenol-alcohols; halogenated, sulphonated, nitrated or nitrosated derivatives",2023,256959999.11499998,364971506.5798056
2908,"Phenols or phenol-alcohols; halogenated, sulphonated, nitrated or nitrosated derivatives",2024,234490962.87,384187278.2356453
2909,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative",2023,11422231332.995,8490642691.628304
2909,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative",2023,150337.0,8161139466.036849
2909,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative",2024,11245405580.991001,7850690973.001997
2909,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative",2024,71538.0,7558195302.725589
2910,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,2968943280.0839996,4745534973.967916
2910,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,2788109755.8650002,5009818572.388879
2911,"Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives",2023,81383692.223,89451022.5987878
2911,"Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives",2024,77994901.533,91377662.07523236
2912,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde",2023,2266806547.442,3077190911.2566385
2912,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde",2024,2425930511.926,3270478391.6900196
2913,"Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912",2023,109078341.793,118857531.73412693
2913,"Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912",2024,72965290.462,119108509.29515147
2914,"Ketones and quinones; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives",2023,6107052068.619,7397464124.486538
2914,"Ketones and quinones; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives",2024,6657829210.289,7698887376.794432
2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,13832316043.21,20569020840.838776
2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,14326419139.127,22871078226.7071
2916,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,9268716496.448,14229836013.122864
2916,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,9667063123.646,15266866383.476084
2917,"Acids; polycarboxylic acids, their anhydrides, halides, peroxides and peroxy-acids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,16812384201.644,15719410441.699734
2917,"Acids; polycarboxylic acids, their anhydrides, halides, peroxides and peroxy-acids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,18137239056.077,16012715258.927443
2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,9899357258.486,15945003414.585342
2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,9020774662.398,19112693171.092064
2919,"Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,1067633225.008,1539374106.374368
2919,"Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,1046732702.622,1618021075.393795
2920,"Esters of other inorganic acids of non-metals (other than of hydrogen halides) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,1605059982.177,2734989626.305683
2920,"Esters of other inorganic acids of non-metals (other than of hydrogen halides) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives",2024,1750059545.213,3047193158.7289176
2921,Amine-function compounds,2023,9169882470.487999,12721845930.195652
2921,Amine-function compounds,2024,9267658386.637,13439685954.445736
2922,Oxygen-function amino-compounds,2023,15532679517.856,17874848701.894638
2922,Oxygen-function amino-compounds,2024,15597927155.641,18095100453.58539
2923,"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined",2023,2402939866.422,3370603064.1988983
2923,"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined",2024,2185162746.23,3963975316.289628
2924,Carboxyamide-function compounds; amide-function compounds of carbonic acid,2023,7584213106.957,10645204746.340878
2924,Carboxyamide-function compounds; amide-function compounds of carbonic acid,2024,7176439543.948999,12137000488.050224
2925,Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds,2023,1873234481.313,2672050678.2108264
2925,Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds,2024,2124703847.197,3162392629.2126126
2926,Nitrile-function compounds,2023,4257335714.065,5500162748.917325
2926,Nitrile-function compounds,2024,3661312879.955,5777641729.765884
2927,"Diazo-, azo- or azoxy-compounds",2023,576393362.719,661679248.9624631
2927,"Diazo-, azo- or azoxy-compounds",2024,608048259.7969999,689777295.9006842
